metric,NC,HPC,HPCE,LPC,Overall,task
f1,73.02662012799618,72.86976933878422,75.28717409931602,76.97427125476891,75.25247661225826,KFextract
exact_match,1.1627906976744187,0.813953488372093,0.6847545219638242,0.6104651162790697,0.7286821705426357,KFextract
strict_exact_match,0.0,0.0,0.0,0.0,0.0,KFextract
,76.97891462150017,66.85101970273072,70.67634520106003,64.24127203594884,67.9675077773937,CK
,,,,,,PK
