metric,NC,NC_std,NC_sem,HPC,HPC_std,HPC_sem,HPCE,HPCE_std,HPCE_sem,LPC,LPC_std,LPC_sem,Overall,task
f1,78.36397768212939,35.20770354403911,0.572653340949635,78.94277323705886,34.491447463792674,0.396689333110492,80.24504631075183,33.61078346691722,0.31562551835359964,80.49221809066577,33.84574999879735,0.2752505824402013,79.89535354511655,KFextract
exact_match,0.9788359788359788,9.84637631092203,0.16015132266845863,0.8597883597883598,9.233140122741421,0.10619120005476487,0.855379188712522,9.209436708028667,0.0864821624160379,0.7473544973544973,8.612886693529337,0.07004430627093942,0.8253968253968255,KFextract
f1,90.49803921577433,27.00306196192776,0.4142080623294956,81.86000000009243,36.85038859153188,0.3996985833978198,84.74379084978582,33.749876970746186,0.2988939343043968,74.56490196088542,41.88445234567193,0.3212390852617649,80.67090196088857,CK
exact_match,87.43529411764706,33.14901671220728,0.508482704659587,78.82352941176471,40.85829845103823,0.44317046943375066,81.05882352941177,39.185072540208544,0.3470288353257712,71.18235294117648,45.29269914838145,0.34737914497205685,77.29882352941176,CK
f1,86.93490196114891,27.005112752595963,0.4142395200223349,59.46196078460427,45.62842135177531,0.4949097166691582,42.63137254925771,46.43024697507961,0.41119317860433485,45.75549019631081,46.868223174640086,0.359462862644339,51.6774901963421,PK
exact_match,76.65882352941176,42.30517983125554,0.6489318355492982,51.2,49.9885385145586,0.5422018272824362,35.49803921568627,47.8526146753916,0.4237898786854122,38.73529411764706,48.71597278193474,0.3736344552138538,44.04941176470588,PK
f1,89.87529411782636,26.08875287171854,0.4001832011059883,76.30980392309215,25.808812523938997,0.27993587582869767,72.1116339889067,23.400046184637052,0.20723429223440287,69.36960784528368,23.827321104525698,0.18274721065195268,73.63082353121814,PCK
exact_match,84.30588235294117,36.378810156688395,0.5580254745221025,43.188235294117646,49.536739440164986,0.5373013782799235,29.38823529411765,45.555657450449935,0.4034476835868401,23.729411764705883,42.54365595671719,0.32629494616369964,35.37647058823529,PCK
f1,87.93490196098168,29.056436585306837,0.44570539123188374,73.54078431487999,31.33542857689568,0.33988044335648904,69.00653594923473,30.29073398217893,0.2682592490855287,66.99980392332479,29.281977872363697,0.22458251832306372,71.00352941319908,RAG
exact_match,82.4470588235294,38.046405464299696,0.5836052188521831,46.34117647058824,49.868883960928635,0.5409039914274844,34.20392156862745,47.44112592020221,0.4201456730171313,28.076470588235292,44.938598675687295,0.34466331832114966,39.004705882352944,RAG
